"Data generated on Tuesday, February 07, 2017 at 7:06:18 PM EST"
Area/Partners of Destination,,,,,January 2011 - December 2016
And Commodities Exported,,,,,Values in Thousands of dollars
,,,,Q1(Jan-Mar),Q2(Apr-Jun),Q3(Jul-Sep),Q4(Oct-Dec),Total,
Partner,HS Code,Product,Year,Value,Value,Value,Value,Value,Reporter Code,Partner Code,Product Code,
"Korea, South","0704100050","CAULFLOWER FR/CH","2014-2014","307","49","47","0","403","US","KS","0704100050",
"Korea, South","0704100050","CAULFLOWER FR/CH","2015-2015","0","0","86","0","86","US","KS","0704100050",
"Korea, South","0704100050","CAULFLOWER FR/CH","2016-2016","8","55","37","0","100","US","KS","0704100050",
"Korea, South","0704902010","ORG CABBAGE","2016-2016","0","107","0","0","107","US","KS","0704902010",
"Korea, South","0704902050","CABBAGE, FR/CH","2012-2012","0","149","240","109","497","US","KS","0704902050",
"Korea, South","0704902050","CABBAGE, FR/CH","2014-2014","80","0","0","0","80","US","KS","0704902050",
"Korea, South","0704902050","CABBAGE, FR/CH","2016-2016","0","0","0","104","104","US","KS","0704902050",
"Korea, South","0704904025","ORG BROCCOLI FR","2011-2011","0","39","0","0","39","US","KS","0704904025",
"Korea, South","0704904030","BROCCOLI FR/CH","2011-2011","34","0","0","45","79","US","KS","0704904030",
"Korea, South","0704904030","BROCCOLI FR/CH","2012-2012","90","129","128","30","376","US","KS","0704904030",
"Korea, South","0704904030","BROCCOLI FR/CH","2013-2013","115","149","275","50","589","US","KS","0704904030",
"Korea, South","0704904030","BROCCOLI FR/CH","2014-2014","150","25","52","0","227","US","KS","0704904030",
"Korea, South","0704904030","BROCCOLI FR/CH","2016-2016","13","35","97","65","210","US","KS","0704904030",
"Korea, South","0705110010","ORG HD LETTUCE","2014-2014","0","5","0","0","5","US","KS","0705110010",
"Korea, South","0705110010","ORG HD LETTUCE","2015-2015","0","6","0","0","6","US","KS","0705110010",
"Korea, South","0705110010","ORG HD LETTUCE","2016-2016","0","0","975","516","1,492","US","KS","0705110010",
"Korea, South","0705110050","HD LETTUCE FR/CH","2011-2011","0","21","830","0","851","US","KS","0705110050",
"Korea, South","0705110050","HD LETTUCE FR/CH","2012-2012","372","188","2,544","498","3,603","US","KS","0705110050",
"Korea, South","0705110050","HD LETTUCE FR/CH","2013-2013","100","416","690","180","1,387","US","KS","0705110050",
"Korea, South","0705110050","HD LETTUCE FR/CH","2014-2014","204","408","1,679","234","2,525","US","KS","0705110050",
"Korea, South","0705110050","HD LETTUCE FR/CH","2015-2015","78","401","369","147","996","US","KS","0705110050",
"Korea, South","0705110050","HD LETTUCE FR/CH","2016-2016","22","0","196","0","218","US","KS","0705110050",
"Korea, South","0705190010","ORG LETTUCE X HD","2011-2011","0","0","249","0","249","US","KS","0705190010",
"Korea, South","0705190010","ORG LETTUCE X HD","2012-2012","0","0","327","0","327","US","KS","0705190010",
"Korea, South","0705190010","ORG LETTUCE X HD","2014-2014","0","0","266","0","266","US","KS","0705190010",
"Korea, South","0705190040","ORG LETTUCE X HD","2016-2016","0","0","42","1,434","1,476","US","KS","0705190040",
"Korea, South","0705190050","LETTUCE X HD FR","2011-2011","0","99","312","0","411","US","KS","0705190050",
"Korea, South","0705190050","LETTUCE X HD FR","2012-2012","98","297","2,670","117","3,181","US","KS","0705190050",
"Korea, South","0705190050","LETTUCE X HD FR","2013-2013","0","546","2,034","334","2,914","US","KS","0705190050",
"Korea, South","0705190050","LETTUCE X HD FR","2014-2014","322","808","432","53","1,615","US","KS","0705190050",
"Korea, South","0705190050","LETTUCE X HD FR","2015-2015","25","32","283","0","340","US","KS","0705190050",
"Korea, South","0705190050","LETTUCE X HD FR","2016-2016","0","0","139","341","480","US","KS","0705190050",
"Korea, South","0706103050","CARROTS FR/CH","2013-2013","0","0","0","13","13","US","KS","0706103050",
"Korea, South","0706103050","CARROTS FR/CH","2015-2015","0","0","0","40","40","US","KS","0706103050",
"Korea, South","0706903100","ORG BEET FC","2015-2015","0","0","3","0","3","US","KS","0706903100",
"Korea, South","0708101000","ORG PEAS FC","2016-2016","0","35","41","83","160","US","KS","0708101000",
"Korea, South","0709202000","ORG ASPARAGUS FC","2016-2016","0","0","0","17","17","US","KS","0709202000",
"Korea, South","0709400010","ORG CELERY FR/CH","2014-2014","0","0","11","0","11","US","KS","0709400010",
"Korea, South","0709400050","CELERY FR/CH","2011-2011","0","34","5","0","39","US","KS","0709400050",
"Korea, South","0709400050","CELERY FR/CH","2012-2012","0","23","0","0","23","US","KS","0709400050",
"Korea, South","0709400050","CELERY FR/CH","2013-2013","0","26","16","98","140","US","KS","0709400050",
"Korea, South","0709400050","CELERY FR/CH","2014-2014","84","173","55","108","419","US","KS","0709400050",
"Korea, South","0709400050","CELERY FR/CH","2015-2015","0","17","0","40","57","US","KS","0709400050",
"Korea, South","0709400050","CELERY FR/CH","2016-2016","150","454","470","390","1,464","US","KS","0709400050",
"Korea, South","0709600010","ORG PEPPERS FR/C","2011-2011","15","22","13","12","62","US","KS","0709600010",
"Korea, South","0709600010","ORG PEPPERS FR/C","2012-2012","18","0","0","0","18","US","KS","0709600010",
"Korea, South","0709600010","ORG PEPPERS FR/C","2014-2014","0","0","0","135","135","US","KS","0709600010",
"Korea, South","0709600010","ORG PEPPERS FR/C","2015-2015","51","98","73","147","368","US","KS","0709600010",
"Korea, South","0709600010","ORG PEPPERS FR/C","2016-2016","30","0","0","0","30","US","KS","0709600010",
"Korea, South","0709600050","PEPPERS FR/CH","2011-2011","0","0","4","0","4","US","KS","0709600050",
"Korea, South","0709600050","PEPPERS FR/CH","2014-2014","0","0","0","20","20","US","KS","0709600050",
"Korea, South","0709600050","PEPPERS FR/CH","2015-2015","0","13","0","0","13","US","KS","0709600050",
"Korea, South","0709600050","PEPPERS FR/CH","2016-2016","0","7","35","38","80","US","KS","0709600050",
"Korea, South","0805100045","ORG ORANGES FR/D","2011-2011","0","21","0","0","21","US","KS","0805100045",
"Korea, South","0805100045","ORG ORANGES FR/D","2012-2012","56","9","46","2,327","2,439","US","KS","0805100045",
"Korea, South","0805100045","ORG ORANGES FR/D","2013-2013","210","257","41","0","507","US","KS","0805100045",
"Korea, South","0805100045","ORG ORANGES FR/D","2016-2016","0","0","0","35","35","US","KS","0805100045",
"Korea, South","0805100065","ORANGES NES FR/D","2011-2011","52,232","21,265","1,153","5,965","80,614","US","KS","0805100065",
"Korea, South","0805100065","ORANGES NES FR/D","2012-2012","110,296","32,379","525","5,979","149,180","US","KS","0805100065",
"Korea, South","0805100065","ORANGES NES FR/D","2013-2013","63,145","20,609","1,191","10,615","95,560","US","KS","0805100065",
"Korea, South","0805100065","ORANGES NES FR/D","2014-2014","83,992","11,089","429","4,959","100,470","US","KS","0805100065",
"Korea, South","0805100065","ORANGES NES FR/D","2015-2015","105,363","37,457","3,074","7,245","153,139","US","KS","0805100065",
"Korea, South","0805100065","ORANGES NES FR/D","2016-2016","112,887","29,449","1,796","6,755","150,888","US","KS","0805100065",
"Korea, South","0805400010","ORG GRAPEFRUIT","2012-2012","0","90","0","18","108","US","KS","0805400010",
"Korea, South","0805400010","ORG GRAPEFRUIT","2013-2013","0","0","0","141","141","US","KS","0805400010",
"Korea, South","0805400010","ORG GRAPEFRUIT","2014-2014","454","0","0","588","1,041","US","KS","0805400010",
"Korea, South","0805400010","ORG GRAPEFRUIT","2015-2015","252","50","25","1,480","1,808","US","KS","0805400010",
"Korea, South","0805400010","ORG GRAPEFRUIT","2016-2016","137","136","0","2,496","2,768","US","KS","0805400010",
"Korea, South","0805400050","GRAPEFRUIT,FRESH","2012-2012","2,776","2,207","1,394","2,068","8,445","US","KS","0805400050",
"Korea, South","0805400050","GRAPEFRUIT,FRESH","2013-2013","2,686","1,967","1,838","2,912","9,403","US","KS","0805400050",
"Korea, South","0805400050","GRAPEFRUIT,FRESH","2014-2014","3,256","2,498","163","3,781","9,698","US","KS","0805400050",
"Korea, South","0805400050","GRAPEFRUIT,FRESH","2015-2015","5,599","1,374","118","5,796","12,887","US","KS","0805400050",
"Korea, South","0805400050","GRAPEFRUIT,FRESH","2016-2016","3,431","1,278","42","2,989","7,740","US","KS","0805400050",
"Korea, South","0805502010","ORG LEMONS FR/D","2013-2013","56","0","0","18","75","US","KS","0805502010",
"Korea, South","0805502010","ORG LEMONS FR/D","2014-2014","0","0","0","36","36","US","KS","0805502010",
"Korea, South","0805502010","ORG LEMONS FR/D","2015-2015","23","0","0","0","23","US","KS","0805502010",
"Korea, South","0805502010","ORG LEMONS FR/D","2016-2016","18","638","151","1,507","2,314","US","KS","0805502010",
"Korea, South","0805502050","LEMONS FR/D","2011-2011","2,144","2,464","1,849","2,420","8,877","US","KS","0805502050",
"Korea, South","0805502050","LEMONS FR/D","2012-2012","4,680","3,848","3,484","3,472","15,484","US","KS","0805502050",
"Korea, South","0805502050","LEMONS FR/D","2013-2013","4,065","7,209","4,302","8,313","23,889","US","KS","0805502050",
"Korea, South","0805502050","LEMONS FR/D","2014-2014","6,572","7,126","3,391","7,928","25,015","US","KS","0805502050",
"Korea, South","0805502050","LEMONS FR/D","2015-2015","8,044","9,560","5,629","6,994","30,227","US","KS","0805502050",
"Korea, South","0805502050","LEMONS FR/D","2016-2016","4,438","5,841","2,526","3,814","16,619","US","KS","0805502050",
"Korea, South","0806100010","ORG GRAPES FRESH","2011-2011","0","0","1,996","248","2,244","US","KS","0806100010",
"Korea, South","0806100010","ORG GRAPES FRESH","2012-2012","0","0","576","0","576","US","KS","0806100010",
"Korea, South","0806100010","ORG GRAPES FRESH","2013-2013","0","0","0","147","147","US","KS","0806100010",
"Korea, South","0806100010","ORG GRAPES FRESH","2014-2014","0","0","128","312","440","US","KS","0806100010",
"Korea, South","0806100010","ORG GRAPES FRESH","2015-2015","0","0","297","323","620","US","KS","0806100010",
"Korea, South","0806100010","ORG GRAPES FRESH","2016-2016","0","0","2,380","5,466","7,846","US","KS","0806100010",
"Korea, South","0806100050","GRAPES FRESH","2011-2011","42","271","3,312","7,870","11,495","US","KS","0806100050",
"Korea, South","0806100050","GRAPES FRESH","2012-2012","19","623","6,879","8,278","15,798","US","KS","0806100050",
"Korea, South","0806100050","GRAPES FRESH","2013-2013","0","516","6,153","10,911","17,580","US","KS","0806100050",
"Korea, South","0806100050","GRAPES FRESH","2014-2014","0","1,453","8,912","13,696","24,061","US","KS","0806100050",
"Korea, South","0806100050","GRAPES FRESH","2015-2015","585","262","5,098","9,996","15,941","US","KS","0806100050",
"Korea, South","0806100050","GRAPES FRESH","2016-2016","117","795","5,663","13,403","19,977","US","KS","0806100050",
"Korea, South","0807111000","ORG WATERMELON","2016-2016","0","0","1,403","0","1,403","US","KS","0807111000",
"Korea, South","0808100050","APPLES FRESH","2011-2011","11","0","0","0","11","US","KS","0808100050",
"Korea, South","0808100050","APPLES FRESH","2013-2013","0","46","0","51","98","US","KS","0808100050",
"Korea, South","0808100050","APPLES FRESH","2014-2014","0","23","0","0","23","US","KS","0808100050",
"Korea, South","0808100050","APPLES FRESH","2015-2015","0","0","0","65","65","US","KS","0808100050",
"Korea, South","0808100050","APPLES FRESH","2016-2016","10","45","60","38","154","US","KS","0808100050",
"Korea, South","0808300050","PEARS, FRESH","2012-2012","0","0","0","148","148","US","KS","0808300050",
"Korea, South","0808300050","PEARS, FRESH","2013-2013","0","0","0","30","30","US","KS","0808300050",
"Korea, South","0809200010","ORG CHERRIES FR","2011-2011","0","89","0","0","89","US","KS","0809200010",
"Korea, South","0809200050","CHERRIES FR","2011-2011","0","19,322","19,973","110","39,405","US","KS","0809200050",
"Korea, South","0809290010","ORG CHER N/SR FR","2012-2012","0","76","0","0","76","US","KS","0809290010",
"Korea, South","0809290010","ORG CHER N/SR FR","2013-2013","0","1,942","166","0","2,108","US","KS","0809290010",
"Korea, South","0809290010","ORG CHER N/SR FR","2014-2014","0","1,387","158","0","1,545","US","KS","0809290010",
"Korea, South","0809290010","ORG CHER N/SR FR","2015-2015","0","991","0","0","991","US","KS","0809290010",
"Korea, South","0809290010","ORG CHER N/SR FR","2016-2016","0","359","0","0","359","US","KS","0809290010",
"Korea, South","0809290050","CHER N/SR FR","2012-2012","58","35,630","37,810","0","73,498","US","KS","0809290050",
"Korea, South","0809290050","CHER N/SR FR","2013-2013","0","52,556","26,820","0","79,375","US","KS","0809290050",
"Korea, South","0809290050","CHER N/SR FR","2014-2014","0","70,051","43,294","0","113,345","US","KS","0809290050",
"Korea, South","0809290050","CHER N/SR FR","2015-2015","0","83,413","17,592","0","101,005","US","KS","0809290050",
"Korea, South","0809290050","CHER N/SR FR","2016-2016","4","76,571","27,835","0","104,411","US","KS","0809290050",
"Korea, South","0810100010","ORG STRAWBERS FR","2011-2011","0","0","0","7","7","US","KS","0810100010",
"Korea, South","0810100010","ORG STRAWBERS FR","2016-2016","0","54","101","0","154","US","KS","0810100010",
"Korea, South","0810100050","STRAWBERRIES FR","2011-2011","0","0","20","25","45","US","KS","0810100050",
"Korea, South","0810100050","STRAWBERRIES FR","2016-2016","0","9","0","17","26","US","KS","0810100050",
"Korea, South","0810400026","ORG CULT BLUEBER","2012-2012","0","88","0","0","88","US","KS","0810400026",
"Korea, South","0810400026","ORG CULT BLUEBER","2013-2013","0","0","36","0","36","US","KS","0810400026",
"Korea, South","0810400026","ORG CULT BLUEBER","2014-2014","0","0","35","0","35","US","KS","0810400026",
"Korea, South","0810400026","ORG CULT BLUEBER","2015-2015","0","123","216","0","339","US","KS","0810400026",
"Korea, South","0810400026","ORG CULT BLUEBER","2016-2016","0","0","47","61","109","US","KS","0810400026",
"Korea, South","0810400029","CULT BLUEBERS FR","2011-2011","82","0","0","831","913","US","KS","0810400029",
"Korea, South","0810400029","CULT BLUEBERS FR","2012-2012","42","10","518","0","570","US","KS","0810400029",
"Korea, South","0810400029","CULT BLUEBERS FR","2013-2013","6","42","1,346","60","1,454","US","KS","0810400029",
"Korea, South","0810400029","CULT BLUEBERS FR","2014-2014","0","270","1,629","0","1,899","US","KS","0810400029",
"Korea, South","0810400029","CULT BLUEBERS FR","2015-2015","48","1,428","1,108","0","2,583","US","KS","0810400029",
"Korea, South","0810400029","CULT BLUEBERS FR","2016-2016","0","110","459","0","569","US","KS","0810400029",
"Korea, South","0901210010","ORG COFFE RST ND","2011-2011","14","45","142","48","250","US","KS","0901210010",
"Korea, South","0901210010","ORG COFFE RST ND","2012-2012","87","53","43","149","331","US","KS","0901210010",
"Korea, South","0901210010","ORG COFFE RST ND","2013-2013","252","152","128","389","920","US","KS","0901210010",
"Korea, South","0901210010","ORG COFFE RST ND","2014-2014","58","260","37","332","689","US","KS","0901210010",
"Korea, South","0901210010","ORG COFFE RST ND","2015-2015","49","216","338","159","763","US","KS","0901210010",
"Korea, South","0901210010","ORG COFFE RST ND","2016-2016","58","9","177","364","608","US","KS","0901210010",
"Korea, South","0901210050","COFFEE RST ND","2011-2011","7,820","7,135","7,770","8,402","31,127","US","KS","0901210050",
"Korea, South","0901210050","COFFEE RST ND","2012-2012","9,455","8,354","9,358","7,626","34,793","US","KS","0901210050",
"Korea, South","0901210050","COFFEE RST ND","2013-2013","10,068","10,075","9,681","9,277","39,101","US","KS","0901210050",
"Korea, South","0901210050","COFFEE RST ND","2014-2014","8,983","7,849","3,978","4,401","25,210","US","KS","0901210050",
"Korea, South","0901210050","COFFEE RST ND","2015-2015","4,714","6,463","7,598","8,280","27,055","US","KS","0901210050",
"Korea, South","0901210050","COFFEE RST ND","2016-2016","11,516","11,752","11,680","10,575","45,523","US","KS","0901210050",
"Korea, South","2103204010","ORG TMTO SAUC NE","2011-2011","14","61","0","59","135","US","KS","2103204010",
"Korea, South","2103204010","ORG TMTO SAUC NE","2012-2012","16","68","4","29","117","US","KS","2103204010",
"Korea, South","2103204010","ORG TMTO SAUC NE","2013-2013","28","46","81","119","274","US","KS","2103204010",
"Korea, South","2103204010","ORG TMTO SAUC NE","2014-2014","57","189","59","139","443","US","KS","2103204010",
"Korea, South","2103204010","ORG TMTO SAUC NE","2015-2015","184","280","222","196","882","US","KS","2103204010",
"Korea, South","2103204010","ORG TMTO SAUC NE","2016-2016","145","200","245","134","724","US","KS","2103204010",
"Korea, South","2103204050","TMTO SAUCES NES","2011-2011","707","533","503","462","2,205","US","KS","2103204050",
"Korea, South","2103204050","TMTO SAUCES NES","2012-2012","666","758","944","777","3,145","US","KS","2103204050",
"Korea, South","2103204050","TMTO SAUCES NES","2013-2013","756","710","623","838","2,927","US","KS","2103204050",
"Korea, South","2103204050","TMTO SAUCES NES","2014-2014","867","863","681","663","3,074","US","KS","2103204050",
"Korea, South","2103204050","TMTO SAUCES NES","2015-2015","742","919","748","1,019","3,428","US","KS","2103204050",
"Korea, South","2103204050","TMTO SAUCES NES","2016-2016","2,325","1,898","1,764","1,759","7,745","US","KS","2103204050",
"Switzerland(!)","0703100010","ORG ONION SET FR","2016-2016","0","0","4","0","4","US","SR","0703100010",
"Switzerland(!)","0709202000","ORG ASPARAGUS FC","2016-2016","54","0","0","0","54","US","SR","0709202000",
"Switzerland(!)","0805100065","ORANGES NES FR/D","2011-2011","110","33","0","0","144","US","SR","0805100065",
"Switzerland(!)","0805100065","ORANGES NES FR/D","2013-2013","81","0","0","0","81","US","SR","0805100065",
"Switzerland(!)","0805100065","ORANGES NES FR/D","2014-2014","0","0","0","19","19","US","SR","0805100065",
"Switzerland(!)","0805400050","GRAPEFRUIT,FRESH","2012-2012","336","0","0","455","791","US","SR","0805400050",
"Switzerland(!)","0805400050","GRAPEFRUIT,FRESH","2013-2013","487","67","0","422","976","US","SR","0805400050",
"Switzerland(!)","0805400050","GRAPEFRUIT,FRESH","2014-2014","472","34","0","252","758","US","SR","0805400050",
"Switzerland(!)","0805400050","GRAPEFRUIT,FRESH","2015-2015","454","0","0","319","773","US","SR","0805400050",
"Switzerland(!)","0805400050","GRAPEFRUIT,FRESH","2016-2016","522","0","0","237","760","US","SR","0805400050",
"Switzerland(!)","0805502050","LEMONS FR/D","2011-2011","1,455","0","0","0","1,455","US","SR","0805502050",
"Switzerland(!)","0805502050","LEMONS FR/D","2012-2012","227","0","0","0","227","US","SR","0805502050",
"Switzerland(!)","0805502050","LEMONS FR/D","2014-2014","115","0","0","203","318","US","SR","0805502050",
"Switzerland(!)","0806100050","GRAPES FRESH","2011-2011","0","0","286","107","392","US","SR","0806100050",
"Switzerland(!)","0806100050","GRAPES FRESH","2012-2012","0","0","36","37","73","US","SR","0806100050",
"Switzerland(!)","0808100050","APPLES FRESH","2011-2011","150","0","0","0","150","US","SR","0808100050",
"Switzerland(!)","0808100050","APPLES FRESH","2015-2015","24","0","0","0","24","US","SR","0808100050",
"Switzerland(!)","0808200050","PEARS/QUINCE FR","2011-2011","0","28","0","36","64","US","SR","0808200050",
"Switzerland(!)","0808300050","PEARS, FRESH","2012-2012","34","0","0","0","34","US","SR","0808300050",
"Switzerland(!)","0810400029","CULT BLUEBERS FR","2014-2014","4","0","0","0","4","US","SR","0810400029",
"Switzerland(!)","0901210010","ORG COFFE RST ND","2016-2016","0","0","32","20","52","US","SR","0901210010",
"Switzerland(!)","0901210050","COFFEE RST ND","2011-2011","160","0","271","6","437","US","SR","0901210050",
"Switzerland(!)","0901210050","COFFEE RST ND","2012-2012","0","6","162","0","168","US","SR","0901210050",
"Switzerland(!)","0901210050","COFFEE RST ND","2013-2013","0","0","0","4","4","US","SR","0901210050",
"Switzerland(!)","0901210050","COFFEE RST ND","2014-2014","0","21","0","0","21","US","SR","0901210050",
"Switzerland(!)","0901210050","COFFEE RST ND","2015-2015","0","0","8","0","8","US","SR","0901210050",
"Switzerland(!)","0901210050","COFFEE RST ND","2016-2016","9","0","0","8","17","US","SR","0901210050",
"Switzerland(!)","2103204010","ORG TMTO SAUC NE","2011-2011","0","0","8","0","8","US","SR","2103204010",
"Switzerland(!)","2103204010","ORG TMTO SAUC NE","2016-2016","0","5","0","8","13","US","SR","2103204010",
"Switzerland(!)","2103204050","TMTO SAUCES NES","2011-2011","104","6","0","96","206","US","SR","2103204050",
"Switzerland(!)","2103204050","TMTO SAUCES NES","2012-2012","19","295","115","132","561","US","SR","2103204050",
"Switzerland(!)","2103204050","TMTO SAUCES NES","2013-2013","0","5","0","0","5","US","SR","2103204050",
"Switzerland(!)","2103204050","TMTO SAUCES NES","2016-2016","5","0","0","0","5","US","SR","2103204050",
"Taiwan","0701900070","ORG POTATO XSD","2011-2011","6","0","0","0","6","US","TW","0701900070",
"Taiwan","0701900070","ORG POTATO XSD","2012-2012","0","0","38","61","99","US","TW","0701900070",
"Taiwan","0701900070","ORG POTATO XSD","2013-2013","0","7","0","0","7","US","TW","0701900070",
"Taiwan","0701900070","ORG POTATO XSD","2014-2014","0","0","13","508","521","US","TW","0701900070",
"Taiwan","0701900070","ORG POTATO XSD","2015-2015","85","0","0","0","85","US","TW","0701900070",
"Taiwan","0701900070","ORG POTATO XSD","2016-2016","0","0","0","61","61","US","TW","0701900070",
"Taiwan","0702000015","ORG CHERRY TOMAT","2011-2011","0","184","0","0","184","US","TW","0702000015",
"Taiwan","0702000015","ORG CHERRY TOMAT","2012-2012","0","6","0","47","53","US","TW","0702000015",
"Taiwan","0702000045","CHERRY TOMATO","2012-2012","0","18","0","0","18","US","TW","0702000045",
"Taiwan","0702000045","CHERRY TOMATO","2016-2016","0","1,046","559","0","1,605","US","TW","0702000045",
"Taiwan","0702000065","TOMATOES OTHER","2012-2012","0","10","0","0","10","US","TW","0702000065",
"Taiwan","0702000065","TOMATOES OTHER","2016-2016","0","128","0","81","209","US","TW","0702000065",
"Taiwan","0703100010","ORG ONION SET FR","2011-2011","0","0","69","0","69","US","TW","0703100010",
"Taiwan","0703100010","ORG ONION SET FR","2012-2012","0","0","15","9","24","US","TW","0703100010",
"Taiwan","0703100010","ORG ONION SET FR","2013-2013","0","18","4","22","44","US","TW","0703100010",
"Taiwan","0703100010","ORG ONION SET FR","2014-2014","0","0","5","26","31","US","TW","0703100010",
"Taiwan","0703100010","ORG ONION SET FR","2016-2016","0","0","26","3","29","US","TW","0703100010",
"Taiwan","0703100050","ONION SETS FR/CH","2011-2011","85","110","2,086","3,620","5,901","US","TW","0703100050",
"Taiwan","0703100050","ONION SETS FR/CH","2012-2012","730","512","4,922","3,036","9,200","US","TW","0703100050",
"Taiwan","0703100050","ONION SETS FR/CH","2013-2013","725","332","5,465","3,224","9,746","US","TW","0703100050",
"Taiwan","0703100050","ONION SETS FR/CH","2014-2014","47","0","2,102","2,643","4,793","US","TW","0703100050",
"Taiwan","0703100050","ONION SETS FR/CH","2015-2015","256","13","5,863","2,145","8,278","US","TW","0703100050",
"Taiwan","0703100050","ONION SETS FR/CH","2016-2016","801","566","3,774","3,940","9,081","US","TW","0703100050",
"Taiwan","0704100010","ORG CAULFLOWR FR","2011-2011","16","606","1,431","202","2,256","US","TW","0704100010",
"Taiwan","0704100010","ORG CAULFLOWR FR","2012-2012","0","1,035","1,195","61","2,291","US","TW","0704100010",
"Taiwan","0704100010","ORG CAULFLOWR FR","2013-2013","0","426","213","4","643","US","TW","0704100010",
"Taiwan","0704100010","ORG CAULFLOWR FR","2014-2014","120","1,118","1,198","267","2,704","US","TW","0704100010",
"Taiwan","0704100010","ORG CAULFLOWR FR","2015-2015","45","1,224","1,485","223","2,976","US","TW","0704100010",
"Taiwan","0704100010","ORG CAULFLOWR FR","2016-2016","25","1,409","1,479","1,272","4,185","US","TW","0704100010",
"Taiwan","0704100050","CAULFLOWER FR/CH","2011-2011","0","878","1,899","145","2,922","US","TW","0704100050",
"Taiwan","0704100050","CAULFLOWER FR/CH","2012-2012","14","1,359","1,938","170","3,480","US","TW","0704100050",
"Taiwan","0704100050","CAULFLOWER FR/CH","2013-2013","0","1,195","2,516","104","3,815","US","TW","0704100050",
"Taiwan","0704100050","CAULFLOWER FR/CH","2014-2014","66","2,969","1,904","204","5,143","US","TW","0704100050",
"Taiwan","0704100050","CAULFLOWER FR/CH","2015-2015","0","2,713","2,233","90","5,036","US","TW","0704100050",
"Taiwan","0704100050","CAULFLOWER FR/CH","2016-2016","157","2,696","3,136","1,331","7,320","US","TW","0704100050",
"Taiwan","0704902010","ORG CABBAGE","2012-2012","0","0","8","0","8","US","TW","0704902010",
"Taiwan","0704902010","ORG CABBAGE","2016-2016","0","59","9","31","99","US","TW","0704902010",
"Taiwan","0704902050","CABBAGE, FR/CH","2012-2012","13","1,293","684","0","1,990","US","TW","0704902050",
"Taiwan","0704902050","CABBAGE, FR/CH","2013-2013","0","0","67","0","67","US","TW","0704902050",
"Taiwan","0704902050","CABBAGE, FR/CH","2014-2014","0","0","21","0","21","US","TW","0704902050",
"Taiwan","0704902050","CABBAGE, FR/CH","2015-2015","0","0","54","49","103","US","TW","0704902050",
"Taiwan","0704902050","CABBAGE, FR/CH","2016-2016","7","10","44","30","91","US","TW","0704902050",
"Taiwan","0704904025","ORG BROCCOLI FR","2011-2011","0","1,781","2,977","236","4,994","US","TW","0704904025",
"Taiwan","0704904025","ORG BROCCOLI FR","2012-2012","0","2,942","3,725","748","7,415","US","TW","0704904025",
"Taiwan","0704904025","ORG BROCCOLI FR","2013-2013","7","3,516","3,406","476","7,405","US","TW","0704904025",
"Taiwan","0704904025","ORG BROCCOLI FR","2014-2014","313","3,619","2,723","297","6,951","US","TW","0704904025",
"Taiwan","0704904025","ORG BROCCOLI FR","2015-2015","0","2,059","2,138","54","4,252","US","TW","0704904025",
"Taiwan","0704904025","ORG BROCCOLI FR","2016-2016","62","1,400","1,687","637","3,787","US","TW","0704904025",
"Taiwan","0704904030","BROCCOLI FR/CH","2011-2011","0","2,170","2,832","115","5,117","US","TW","0704904030",
"Taiwan","0704904030","BROCCOLI FR/CH","2012-2012","0","1,957","2,945","618","5,520","US","TW","0704904030",
"Taiwan","0704904030","BROCCOLI FR/CH","2013-2013","0","2,384","1,978","130","4,493","US","TW","0704904030",
"Taiwan","0704904030","BROCCOLI FR/CH","2014-2014","40","499","557","349","1,445","US","TW","0704904030",
"Taiwan","0704904030","BROCCOLI FR/CH","2015-2015","0","324","351","99","775","US","TW","0704904030",
"Taiwan","0704904030","BROCCOLI FR/CH","2016-2016","224","1,581","1,938","678","4,422","US","TW","0704904030",
"Taiwan","0705110010","ORG HD LETTUCE","2011-2011","0","85","49","0","134","US","TW","0705110010",
"Taiwan","0705110010","ORG HD LETTUCE","2012-2012","0","0","0","3","3","US","TW","0705110010",
"Taiwan","0705110010","ORG HD LETTUCE","2013-2013","0","0","19","15","34","US","TW","0705110010",
"Taiwan","0705110010","ORG HD LETTUCE","2016-2016","0","1,779","3,775","2,038","7,591","US","TW","0705110010",
"Taiwan","0705110050","HD LETTUCE FR/CH","2011-2011","217","3,158","4,096","542","8,013","US","TW","0705110050",
"Taiwan","0705110050","HD LETTUCE FR/CH","2012-2012","75","4,099","5,504","1,891","11,569","US","TW","0705110050",
"Taiwan","0705110050","HD LETTUCE FR/CH","2013-2013","832","4,095","6,927","746","12,600","US","TW","0705110050",
"Taiwan","0705110050","HD LETTUCE FR/CH","2014-2014","118","2,756","4,040","1,047","7,960","US","TW","0705110050",
"Taiwan","0705110050","HD LETTUCE FR/CH","2015-2015","108","5,002","6,623","1,248","12,981","US","TW","0705110050",
"Taiwan","0705110050","HD LETTUCE FR/CH","2016-2016","300","3,019","4,892","1,501","9,712","US","TW","0705110050",
"Taiwan","0705190010","ORG LETTUCE X HD","2011-2011","0","42","3,125","1,361","4,528","US","TW","0705190010",
"Taiwan","0705190010","ORG LETTUCE X HD","2012-2012","652","322","559","116","1,649","US","TW","0705190010",
"Taiwan","0705190010","ORG LETTUCE X HD","2013-2013","0","217","337","65","620","US","TW","0705190010",
"Taiwan","0705190010","ORG LETTUCE X HD","2014-2014","0","34","0","0","34","US","TW","0705190010",
